Location ID,AWC Name,AWC_ID,AWC Distance,Births,PHC Full Name,PHC_ID,PHC Distance,AWC PHC Distance Ratio,Normalized Distance Ratio,P_PHC,Vaccination Seeking Probability
12,Ghanapoor,1506071,1.4560351591773222,4.27376747,"Primary Health Centre, Patloor, Marpally",7,4.926750893798485,0.29553659004966065,-3.2338259397638907,0.03791244857343106,0.6543964840822678
13,Ghanapoor,1506071,1.3471168614253382,4.29055357,"Primary Health Centre, Patloor, Marpally",7,4.661566138608435,0.2889837495317567,-3.3374667117293026,0.03430798899836464,0.6652883138574662
14,Ghanapoor,1506071,1.7519791886685896,4.18983889,"Primary Health Centre, Patloor, Marpally",7,4.554971954719222,0.3846300715097565,-1.8247092108611065,0.13886976390111558,0.6248020811331411
15,Ghanapoor,1506071,2.42572257011785,4.19991016,"Primary Health Centre, Patloor, Marpally",7,4.617965989539169,0.5252794359275729,0.3998235951608158,0.5986452762164867,0.5574277429882151
16,Rampur (Mini),1506132,2.4529287409115046,3.96765637,"Primary Health Centre, Patloor, Marpally",7,4.843934230530484,0.5063918344413342,0.10109427414950727,0.5252520657471239,0.5547071259088496
17,Rampur (Mini),1506132,1.5714380074952718,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.211726210526709,0.3015196777454008,-3.139196469409924,0.041519084224598456,0.6428561992504729
18,Rampur (Mini),1506132,0.6941993313260058,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.693917360141258,0.12191946026220227,-5.979782187047466,0.0025229955559991106,0.7305800668673995
19,Rampur (Mini),1506132,0.2330094079628676,3.94730902,"Primary Health Centre, Patloor, Marpally",7,6.2641478486818665,0.03719730338291721,-7.319761348382602,0.0006618818783778223,0.7766990592037133
20,Mallikarjunagiri,1506109,2.9196753794584622,3.76125503,"Primary Health Centre, Patloor, Marpally",7,9.061886069733095,0.3221929029995471,-2.812225437763342,0.05666710050409119,0.5080324620541539
21,Zhamshedpoor,1506072,1.1923393761062877,4.24019575,"Primary Health Centre, Patloor, Marpally",7,5.143879263316066,0.231797698793115,-4.241930421476636,0.014175958415154294,0.6807660623893712
22,Ghanapoor,1506071,1.5484598935137441,4.07602596,"Primary Health Centre, Patloor, Marpally",7,4.560261236119056,0.3395550854081198,-2.5376223884578866,0.07326243778663598,0.6451540106486257
23,Ghanapoor,1506071,0.7296094788109265,4.29055357,"Primary Health Centre, Patloor, Marpally",7,4.085690774430697,0.17857677418394222,-5.083681063223064,0.006158888255885368,0.7270390521189074
24,Ghanapoor,1506071,0.4764465830796393,3.86149812,"Primary Health Centre, Patloor, Marpally",7,3.761658709649231,0.12665864180008696,-5.904826535108647,0.0027188423924736746,0.7523553416920361
25,Ghanapoor,1506071,1.2172783267528675,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.628718995695656,0.3354567626197534,-2.602442116084281,0.06898141518682613,0.6782721673247133
26,Ghanapoor,1506071,2.0728230531783582,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.70748817812085,0.559090940710423,0.9345917537070734,0.7180059235184717,0.5927176946821642
27,Bilkal,1506079,2.437550747775064,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.98543049352928,0.6116154206509575,1.7653273153685152,0.8538756141426654,0.5562449252224937
28,Rampur (Mini),1506132,1.884503178341025,4.24764776,"Primary Health Centre, Patloor, Marpally",7,4.425180015938909,0.4258590998678688,-1.1726243150447468,0.2363809546179784,0.6115496821658976
29,Rampur (Mini),1506132,1.2505021910781051,4.24764776,"Primary Health Centre, Patloor, Marpally",7,4.984081227585231,0.2508992397950883,-3.9398173989233674,0.019080614676383292,0.6749497808921895
30,Rampur (Mini),1506132,1.0658877292939937,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.626742730749349,0.18943246213640955,-4.91198576916924,0.0073041200841754104,0.6934112270706007
31,Mallikarjunagiri,1506109,1.1118146289864397,4.29055357,"Primary Health Centre, Patloor, Marpally",7,6.3277035566852105,0.17570586533116095,-5.129087816055156,0.005887096776230034,0.6888185371013561
32,Mallikarjunagiri,1506109,1.093327828419396,4.29055357,"Primary Health Centre, Patloor, Marpally",7,7.069629423665848,0.15465136330334942,-5.462089182034945,0.004226737427042987,0.6906672171580605
33,Mallikarjunagiri,1506109,1.6476398388453022,4.11430407,"Primary Health Centre, Patloor, Marpally",7,7.8409061077948845,0.21013385649489325,-4.584569210470516,0.01010499315374151,0.6352360161154698
34,Mallikarjunagiri,1506109,2.407121096948181,3.73552704,"Primary Health Centre, Patloor, Marpally",7,8.63368076646673,0.27880589542961265,-3.498441277372318,0.029356613677012987,0.5592878903051819
35,Ghanapoor,1506071,1.5897702314463529,4.1982317,"Primary Health Centre, Patloor, Marpally",7,3.86437035748585,0.41139178815165467,-1.4014416272372145,0.1975874466254023,0.6410229768553648
36,Ghanapoor,1506071,0.8135632911121211,4.28887463,"Primary Health Centre, Patloor, Marpally",7,3.2909049692764647,0.24721567432285665,-3.9980772586108033,0.01802020227156069,0.7186436708887879
37,Ghanapoor,1506071,0.5971117894675796,3.99021482,"Primary Health Centre, Patloor, Marpally",7,2.8787402354874483,0.2074212122742893,-4.627472824608958,0.009684730998042408,0.7402888210532421
38,Ghanapoor,1506071,1.2693957576095,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.7027070349476707,0.4696756774579816,-0.4796143274044188,0.3823432003328136,0.67306042423905
39,Ghanapoor,1506071,2.103883174432088,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.807582415358372,0.7493575835648405,3.9438793581926412,0.9809952628371861,0.5896116825567912
40,Bilkal,1506079,1.631455251469108,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.165565557145152,0.515375600984371,0.2431829602900326,0.5604978900750652,0.6368544748530892
41,Bilkal,1506079,1.3099209246938772,3.47534823,"Primary Health Centre, Patloor, Marpally",7,3.7039894562620495,0.35365136433617406,-2.31467339008815,0.08991498625552866,0.6690079075306123
42,Bilkal,1506079,1.5265793415729392,1.07263839,"Primary Health Centre, Patloor, Marpally",7,4.3564467206213955,0.35041845785622067,-2.365805555194089,0.0858176349155067,0.6473420658427061
43,Mallikarjunagiri,1506109,1.3505127592870518,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.079184060547654,0.265891675353351,-3.7026946441951543,0.024063657557662283,0.6649487240712948
44,Mallikarjunagiri,1506109,0.4721216924359328,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.846203543694369,0.08075697141013102,-6.630814683411487,0.001317350308041978,0.7527878307564068
45,Mallikarjunagiri,1506109,0.4267680658153025,4.11893129,"Primary Health Centre, Patloor, Marpally",7,6.642166992446599,0.06425133037164205,-6.891870537638224,0.0010149803427523993,0.7573231934184698
46,Mallikarjunagiri,1506109,1.3044356668016002,4.24523211,"Primary Health Centre, Patloor, Marpally",7,7.457818805927969,0.17490846864833295,-5.141699569316227,0.005813745332560716,0.66955643331984
47,Mallikarjunagiri,1506109,2.1865976965971092,3.83175492,"Primary Health Centre, Patloor, Marpally",7,8.287357776009504,0.2638473872730509,-3.735027430897823,0.02331590685084325,0.5813402303402891
48,Ghanapoor,1506071,2.09147584958313,4.05891085,"Primary Health Centre, Patloor, Marpally",7,3.2845191888725505,0.6367677365590467,2.163140360003105,0.8968903251520666,0.5908524150416871
49,Ghanapoor,1506071,1.5838879337518033,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.5854543727529244,0.6126149238771214,1.7811356179906386,0.8558370350888223,0.6416112066248197
50,Patloor - II,1506062,1.1366138260138559,4.28719568,"Primary Health Centre, Patloor, Marpally",7,2.0350790796579217,0.5585108890239835,0.9254175636137584,0.7161446844236827,0.6863386173986145
51,Patloor - II,1506062,0.9228467062638629,4.29055357,"Primary Health Centre, Patloor, Marpally",7,1.7773523904120063,0.5192255127582993,0.3040737796466881,0.5754380828117033,0.7077153293736138
52,Patloor - II,1506062,1.4042124686131725,4.29055357,"Primary Health Centre, Patloor, Marpally",7,1.9331067933761183,0.7264019108643003,3.580808773280812,0.9729016135059252,0.6595787531386827
53,Bilkal,1506079,1.0483035125236262,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.423899084226633,0.43248645100177385,-1.0678050712790716,0.2558207229739996,0.6951696487476374
54,Bilkal,1506079,0.3913351726214165,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.0942187952081883,0.12647301258316035,-5.90776247644417,0.0027108933447190634,0.7608664827378584
55,Bilkal,1506079,0.8761981649775211,4.20474195,"Primary Health Centre, Patloor, Marpally",7,3.851431245764831,0.22749936557767178,-4.309913545954628,0.013256612274028943,0.712380183502248
56,Dargulapally,1506080,1.4201895432233185,4.29055357,"Primary Health Centre, Patloor, Marpally",7,4.65331278216245,0.30519967380386137,-3.080993064140643,0.043898116546098764,0.6579810456776682
57,Mallikarjunagiri,1506109,0.9627773638293364,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.480300310140121,0.17567967252596053,-5.129502085644581,0.005884672784999,0.7037222636170664
58,Mallikarjunagiri,1506109,0.9413662734525788,4.29055357,"Primary Health Centre, Patloor, Marpally",7,6.322534018842885,0.14889066166303722,-5.553201359026449,0.003860074085997366,0.7058633726547422
59,Mallikarjunagiri,1506109,1.5510196626798225,4.29055357,"Primary Health Centre, Patloor, Marpally",7,7.174653010464362,0.21618044251305701,-4.488935440509911,0.011107825505208202,0.6448980337320178
60,Patloor - III,1506063,1.313650351970739,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.063091088111047,0.6367389009340877,2.162684291154383,0.8968481411502744,0.6686349648029262
61,Patloor - III,1506063,0.4602070621050651,4.29055357,"Primary Health Centre, Patloor, Marpally",7,1.3088927155622756,0.3516002928531609,-2.3471134641712776,0.08729548331927338,0.7539792937894936
62,Patloor - II,1506062,0.19394750527734592,3.43244243,"Primary Health Centre, Patloor, Marpally",7,0.8547452836093707,0.22690678614610799,-4.319285876865216,0.013134571622610534,0.7806052494722655
63,Patloor - I,1506061,0.7468746588668865,4.29055357,"Primary Health Centre, Patloor, Marpally",7,1.1439128022777458,0.6529122301802361,2.418484249011097,0.9182260034539529,0.7253125341133114
64,Bilkal,1506079,1.119591905614628,4.29055357,"Primary Health Centre, Patloor, Marpally",7,1.8566151952779764,0.603028515796996,1.6295154570718657,0.8361032504409256,0.6880408094385373
65,Bilkal,1506079,0.5546578972429589,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.6732178549197183,0.2074869791185112,-4.626432645699329,0.009694712378175896,0.7445342102757042
66,Dargulapally,1506080,0.8160431338874231,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.5221682050465204,0.23168772369195947,-4.2436698052369435,0.014151671055807433,0.7183956866112577
67,Dargulapally,1506080,0.5249655220671804,4.29055357,"Primary Health Centre, Patloor, Marpally",7,4.384721255987978,0.11972608779868577,-6.014472916160348,0.0024371813975840764,0.747503447793282
68,Dargulapally,1506080,1.202406885359674,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.2541924691150665,0.22884713348960903,-4.288597033452647,0.013538363589292642,0.6797593114640326
69,Pilligundla,1506074,1.1198504406156995,4.29055357,"Primary Health Centre, Patloor, Marpally",7,6.127621213918829,0.18275451460217068,-5.017605253681647,0.006576820894314865,0.6880149559384301
70,Pilligundla,1506074,1.0160007488224416,4.29055357,"Primary Health Centre, Patloor, Marpally",7,7.0035334935181925,0.14506973512195748,-5.613633743312112,0.0036345321024649343,0.6983999251177558
71,Pilligundla,1506074,1.539812049485095,3.86083961,"Primary Health Centre, Patloor, Marpally",7,7.88111182209051,0.19538005350578203,-4.81791771438103,0.008018781357565043,0.6460187950514905
72,Marpally - II,1506065,0.3662895479453244,4.11933899,"Primary Health Centre, Patloor, Marpally",7,3.648807368054707,0.10038610181293424,-6.320357222651098,0.001796068972417014,0.7633710452054676
73,Marpally - II,1506065,0.6513404904177147,4.28048277,"Primary Health Centre, Patloor, Marpally",7,2.7657257943570905,0.23550436263300017,-4.1833052343181265,0.015019015549446546,0.7348659509582286
74,Patloor - III,1506063,1.4889085798340085,4.28887463,"Primary Health Centre, Patloor, Marpally",7,1.8829149905098077,0.7907465750383557,4.598494256184553,0.9900333514430055,0.6511091420165992
75,Patloor - III,1506063,0.8383867078090868,4.29055357,"Primary Health Centre, Patloor, Marpally",7,1.0010529232213448,0.8375048794734996,5.338031065330362,0.9952176579286446,0.7161613292190914
76,Patloor 4,1506034,0.5247831638894368,4.29055357,"Primary Health Centre, Patloor, Marpally",7,0.13946693932093712,3.7627782357926534,51.604621566108406,1.0,0.7860533060679064
77,Patloor - I,1506061,0.7849702430287839,4.29055357,"Primary Health Centre, Patloor, Marpally",7,0.7729325088023986,1.0155741078157483,8.154402414251747,0.9997126155926487,0.7227067491197602
78,Thumalapally,1506073,1.3796240398208215,4.29055357,"Primary Health Centre, Patloor, Marpally",7,1.6540878775062853,0.8340693735696513,5.283694555385746,0.9949519607530699,0.6620375960179179
79,Thumalapally,1506073,0.7755879540795493,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.5367796331834342,0.3057372205035622,-3.0724911397046313,0.04425633836261584,0.7224412045920451
80,Dargulapally,1506080,0.8011595592465334,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.419805327411229,0.23427051616794986,-4.2028199470255725,0.014733041336796747,0.7198840440753467
81,Dargulapally,1506080,0.5014988048241997,3.90440392,"Primary Health Centre, Patloor, Marpally",7,4.3029634478273335,0.11654730766477185,-6.064749010334625,0.0023179556743245107,0.7498501195175801
82,Gundlamarpally,1506075,1.000268828448743,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.186196939827611,0.19287135449237144,-4.857595698557258,0.007709246587897567,0.6999731171551258
83,Gundlamarpally,1506075,0.3135000643564038,4.29055357,"Primary Health Centre, Patloor, Marpally",7,6.069456327497037,0.05165208338943384,-7.091142239711728,0.0008317535795897462,0.7686499935643597
84,Pilligundla,1506074,0.3185101061963829,4.29055357,"Primary Health Centre, Patloor, Marpally",7,6.952738299514063,0.04581074282900077,-7.183529814740001,0.0007584084153524058,0.7681489893803618
85,Pilligundla,1506074,1.200114167115932,4.05387545,"Primary Health Centre, Mominpet, Mominpet",8,7.3485852914848975,0.1633122729767528,-5.325106851697177,0.004844249861528879,0.6799885832884068
86,Pilligundla,1506074,2.083197120531596,3.89273214,"Primary Health Centre, Mominpet, Mominpet",8,7.063793645702412,0.294911944631764,-3.2437054314345004,0.03755373369728572,0.5916802879468405
87,Burgupally,1506006,1.7838805797604562,3.8625176,"Primary Health Centre, Mominpet, Mominpet",8,6.881409588434905,0.2592318560369517,-3.8080274099195623,0.021710122245653003,0.6216119420239544
88,Burgupally,1506006,1.650199521465421,3.82726836,"Primary Health Centre, Mominpet, Mominpet",8,6.809666301326,0.2423319217777366,-4.07531946868464,0.016703055811145517,0.634980047853458
89,Burgupally,1506006,1.9557207637171927,3.7869822999999996,"Primary Health Centre, Mominpet, Mominpet",8,6.852041730711869,0.28542160724902793,-3.3938061228631375,0.03248960041531466,0.6044279236282808
90,MakthaTanda,1506102,3.3773552911254674,3.7869822999999996,"Primary Health Centre, Mominpet, Mominpet",8,9.732173555790672,0.34702990773483805,-2.419399404985495,0.08170530651556937,0.46226447088745326
91,Marpally - II,1506065,1.640303012607108,4.27376747,"Primary Health Centre, Patloor, Marpally",7,2.133462783318179,0.7688453838674146,4.252101519520721,0.9859654825556323,0.6359696987392892
92,Patloor 4,1506034,1.614175349792583,4.29055357,"Primary Health Centre, Patloor, Marpally",7,1.4171395024043782,1.139037721447963,10.107122641689095,0.9999592136637655,0.6582860497595622
93,Patloor 4,1506034,1.4393075281488314,4.29055357,"Primary Health Centre, Patloor, Marpally",7,1.0127108021656386,1.4212423972084964,14.570516854955548,0.9999995299925658,0.6987289197834362
94,Patloor - I,1506061,1.5465433017714778,4.28887463,"Primary Health Centre, Patloor, Marpally",7,1.266326748114402,1.2212829777735694,11.407926748364588,0.9999888930315174,0.6733673251885598
95,Thumalapally,1506073,1.1970183607045812,4.29055357,"Primary Health Centre, Patloor, Marpally",7,1.9344932163812276,0.6187761996621479,1.8785833396171994,0.8674483211699355,0.6802981639295419
96,Thumalapally,1506073,0.3618938654197326,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.7279440307909337,0.13266176334079918,-5.809880206263669,0.002988829287122322,0.7638106134580268
97,Thumalapally,1506073,0.6243784932605676,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.5639498500084015,0.1751928392760902,-5.137201918060329,0.005839799378406638,0.7375621506739433
98,Narsapoor,1506021,0.5934688635361105,4.29055357,"Primary Health Centre, Patloor, Marpally",7,4.4184249136135625,0.1343168380450644,-5.783703280464573,0.0030678574702305383,0.740653113646389
99,Gundlamarpally,1506075,1.1368679938700768,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.282424548944924,0.21521708134897016,-4.504172114507189,0.010941699846720639,0.6863132006129924
100,Gundlamarpally,1506075,0.6246373595702502,4.29055357,"Primary Health Centre, Patloor, Marpally",7,6.151920720902165,0.1015353395969395,-6.302180694353073,0.0018289535204372433,0.737536264042975
101,Pilligundla,1506074,0.942291410890432,4.29055357,"Primary Health Centre, Mominpet, Mominpet",8,6.9215970693271425,0.1361378597240468,-5.75490171081553,0.0031572183007147446,0.7057708589109568
102,Amradikurdu,1506019,1.0725787223488417,4.29055357,"Primary Health Centre, Mominpet, Mominpet",8,6.49942308368603,0.16502675830429986,-5.2979902779937795,0.004976743850504219,0.6927421277651159
103,Amradikurdu,1506019,1.3356370440871816,4.29055357,"Primary Health Centre, Mominpet, Mominpet",8,6.1755798445754895,0.2162771881672584,-4.48740529579506,0.01112464587027402,0.6664362955912819
104,Burgupally,1506006,1.000644522642302,4.29055357,"Primary Health Centre, Mominpet, Mominpet",8,5.96609475512164,0.1677218622421796,-5.255364083767672,0.005192344470908266,0.6999355477357698
105,Burgupally,1506006,0.7363401756973241,4.29055357,"Primary Health Centre, Mominpet, Mominpet",8,5.8831962942518565,0.12515988569287773,-5.928531101016307,0.0026553204015108706,0.7263659824302676
106,Burgupally,1506006,1.2821594445753417,4.2099824,"Primary Health Centre, Mominpet, Mominpet",8,5.932195716777683,0.21613572879078904,-4.489642639881029,0.011100060000135607,0.6717840555424659
107,RallagudpallyTanda,1506101,0.9557840331323844,4.07905436,"Primary Health Centre, Mominpet, Mominpet",8,6.1099187905940004,0.15643154449184815,-5.433933552104654,0.004346910405694504,0.7044215966867616
108,RallagudpallyTanda,1506101,0.36882615967098187,3.90728951,"Primary Health Centre, Mominpet, Mominpet",8,6.405664464614077,0.057578126626587615,-6.997414993623419,0.0009134071601882487,0.7631173840329019
109,MakthaTanda,1506102,2.1853224633983097,3.7869822999999996,"Primary Health Centre, Mominpet, Mominpet",8,8.452833025241489,0.2585313653863259,-3.8191064819017133,0.021476058829090476,0.5814677536601691
110,MakthaTanda,1506102,2.5827098804511897,3.7869822999999996,"Primary Health Centre, Mominpet, Mominpet",8,9.108121121079604,0.283561213791265,-3.4232304028521203,0.03157729249690177,0.541729011954881
111,Marpally - II,1506065,2.1962422077198664,4.27880335,"Primary Health Centre, Patloor, Marpally",7,2.6972596763379717,0.8142494499089798,4.970219477993724,0.9931062296303882,0.5803757792280134
112,Patloor 4,1506034,2.4736707989834716,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.1752502262507765,1.1371890778961313,10.077884200088505,0.9999580035806711,0.5824749773749224
113,Panchalingal - I,1506076,1.9265555691504184,2.83176541,"Primary Health Centre, Patloor, Marpally",7,1.9362249579231443,0.99500606128789,7.829094906134702,0.9996021727978825,0.6073444430849582
114,Panchalingal - I,1506076,1.1771019510437484,3.81859231,"Primary Health Centre, Patloor, Marpally",7,2.0801427767986618,0.5658755563189308,1.0418983175144978,0.7392161216177221,0.6822898048956252
115,Panchalingal - I,1506076,0.7877085871452749,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.542788438079074,0.30978140978977475,-3.0085275961921476,0.04704210828217493,0.7212291412854726
116,Thumalapally,1506073,1.173733121839269,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.1883158641585108,0.3681357719396009,-2.0855856866137157,0.11050573037677988,0.6826266878160732
117,Narsapoor,1506021,0.7084398231683161,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.9275514257494337,0.1803769693564574,-5.055208888925808,0.0063356384890594745,0.7291560176831684
118,Narsapoor,1506021,0.5291819279610093,4.29055357,"Primary Health Centre, Patloor, Marpally",7,4.716642292723264,0.1121946281102173,-6.133591685189833,0.002164083973098811,0.7470818072038992
119,Kolkunda(Old),1506041,0.9841340987744088,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.534313952973892,0.17782404596789803,-5.0955863328809805,0.00608644340149634,0.7015865901225592
120,Ravulapally,1506042,0.5523131874379343,4.29055357,"Primary Health Centre, Patloor, Marpally",7,6.369553222880048,0.08671144868590974,-6.536637720028041,0.001447255862573033,0.7447686812562067
121,Ravulapally,1506042,0.9525584311929404,4.11893129,"Primary Health Centre, Mominpet, Mominpet",8,6.153601624023966,0.1547968960931928,-5.4597874121926235,0.004236436345650282,0.704744156880706
122,Amradikurdu,1506019,0.1651870499269933,4.29055357,"Primary Health Centre, Mominpet, Mominpet",8,5.674552557236628,0.029110145383416,-7.447669130631308,0.0005824590011300658,0.7834812950073007
123,Amradikurdu,1506019,0.8129065908774773,4.03312063,"Primary Health Centre, Mominpet, Mominpet",8,5.300532415886104,0.15336319582559926,-5.482463044553037,0.004141846845771591,0.7187093409122522
124,Burgupally,1506006,0.7332126355899573,4.29055357,"Primary Health Centre, Mominpet, Mominpet",8,5.054901294162669,0.14504984230585494,-5.6139483712680045,0.0036333929111561293,0.7266787364410043
125,Amradikalan,1506018,0.03587371851964585,4.03312063,"Primary Health Centre, Mominpet, Mominpet",8,4.956782617302358,0.007237299129161628,-7.793613559566809,0.000412190129922181,0.7964126281480355
126,Amradikalan,1506018,0.9169799116190738,4.29055357,"Primary Health Centre, Mominpet, Mominpet",8,5.014844756713334,0.1828531003659724,-5.016046005499535,0.006587016187602939,0.7083020088380927
127,MekavanampallyTanda,1506035,0.7772835123222329,4.29055357,"Primary Health Centre, Mominpet, Mominpet",8,5.223880549283406,0.148794273718387,-5.554725846149921,0.003854216599374625,0.7222716487677767
128,MekavanampallyTanda,1506035,0.2981011122569435,3.81859231,"Primary Health Centre, Mominpet, Mominpet",8,5.566913675945748,0.05354872189684169,-7.061144702230082,0.0008570604285332733,0.7701898887743057
129,RallagudpallyTanda,1506101,1.046180178193581,4.01358938,"Primary Health Centre, Mominpet, Mominpet",8,6.021077871601036,0.17375297255795102,-5.159975079987209,0.005709062232957055,0.695381982180642
130,MakthaTanda,1506102,1.1928158122699204,4.05501986,"Primary Health Centre, Mominpet, Mominpet",8,7.173775051847698,0.16627449336631978,-5.27825590101898,0.005075428857856421,0.680718418773008
131,Kattepad Tanda (Mini),1506131,1.4064090767217303,4.01358938,"Community Health Centre, Marpally, Marpally",4,2.0031333757825043,0.7021045596488703,3.196517986743039,0.9607030324179993,0.659359092327827
132,Kattepad Tanda (Mini),1506131,1.5649863781140576,4.29055357,"Community Health Centre, Marpally, Marpally",4,1.647421120664493,0.9499613416894976,7.116660428386081,0.9991891857526064,0.6435013621885943
133,Kothpalur Sc (Mini),1506136,1.4967143170951942,4.28719568,"Community Health Centre, Marpally, Marpally",4,1.7252922340624242,0.8675135073036214,5.812652314762417,0.9970194199376141,0.6503285682904806
134,Kothpalur Sc (Mini),1506136,1.59853256666478,4.28887463,"Community Health Centre, Marpally, Marpally",4,2.1909924348928906,0.7295929192667095,3.6312782717021777,0.9742009083969375,0.6401467433335221
135,Kothpalur Sc (Mini),1506136,2.105141072564178,4.28719568,"Community Health Centre, Marpally, Marpally",4,2.861019713381144,0.73580096729789,3.7294657506423343,0.9765571046950879,0.5894858927435822
136,Kothlapoor - I,1506067,1.6728004695059284,3.64697075,"Primary Health Centre, Patloor, Marpally",7,2.861759314699237,0.5845356948481655,1.3370300480773551,0.7920011096536237,0.6327199530494072
137,Panchalingal - I,1506076,0.8857247837055775,4.29055357,"Primary Health Centre, Patloor, Marpally",7,2.9610335816460402,0.2991268958230466,-3.177041090364776,0.04003890733741576,0.7114275216294423
138,Panchalingal - I,1506076,0.1392443865108247,3.68987679,"Primary Health Centre, Patloor, Marpally",7,3.3025138015373425,0.042163150520674736,-7.241220717123038,0.0007159237455781457,0.7860755613489175
139,Panchalingal - I,1506076,0.9029526741071578,4.29055357,"Primary Health Centre, Patloor, Marpally",7,3.821825839301054,0.2362621197496253,-4.171320426765625,0.015197346534608802,0.7097047325892842
140,Narsapoor,1506021,1.4652669504763511,4.29055357,"Primary Health Centre, Patloor, Marpally",7,4.457229754113484,0.3287393810301313,-2.7086852959133196,0.06246279775145481,0.6534733049523649
141,Narsapoor,1506021,1.3874954250258058,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.166068663487741,0.26857858758870484,-3.6601980112442187,0.025082119727777866,0.6612504574974194
142,Kolkunda(Old),1506041,0.7521511039698319,4.29055357,"Primary Health Centre, Patloor, Marpally",7,5.922040843273674,0.12700876672002934,-5.899288903468137,0.0027338988287170917,0.7247848896030169
